"Time","Miley Cyrus: Downloads - BitTorrent"
2012/03/16 00:00:00,1780
2012/03/15 00:00:00,1977
2012/03/14 00:00:00,2188
2012/03/13 00:00:00,2019
2012/03/12 00:00:00,1173
2012/03/11 00:00:00,1608
2012/03/10 00:00:00,1787
2012/03/09 00:00:00,1798
2012/03/08 00:00:00,1984
2012/03/07 00:00:00,1952
2012/03/06 00:00:00,1983
2012/03/05 00:00:00,1960
2012/03/04 00:00:00,1493
2012/03/03 00:00:00,1505
2012/03/02 00:00:00,1927
2012/03/01 00:00:00,1955
2012/02/29 00:00:00,1896
2012/02/28 00:00:00,1950
2012/02/27 00:00:00,1810
2012/02/26 00:00:00,1652
2012/02/25 00:00:00,1807
2012/02/24 00:00:00,2051
2012/02/23 00:00:00,1671
2012/02/22 00:00:00,1239
2012/02/21 00:00:00,1826
2012/02/20 00:00:00,2029
2012/02/19 00:00:00,1559
2012/02/18 00:00:00,1601
2012/02/17 00:00:00,1907
2012/02/16 00:00:00,2068
2012/02/15 00:00:00,2009
2012/02/14 00:00:00,1757
2012/02/13 00:00:00,1885
2012/02/12 00:00:00,1526
2012/02/11 00:00:00,1482
2012/02/10 00:00:00,1649
2012/02/09 00:00:00,1631
2012/02/08 00:00:00,2005
2012/02/07 00:00:00,2161
2012/02/06 00:00:00,2029
2012/02/05 00:00:00,1744
2012/02/04 00:00:00,1605
2012/02/03 00:00:00,1994
2012/02/02 00:00:00,2113
2012/02/01 00:00:00,1921
2012/01/31 00:00:00,2107
2012/01/30 00:00:00,2179
2012/01/29 00:00:00,1701
2012/01/28 00:00:00,2218
2012/01/27 00:00:00,2344
2012/01/26 00:00:00,2775
2012/01/25 00:00:00,2857
2012/01/24 00:00:00,3706
2012/01/23 00:00:00,2479
2012/01/22 00:00:00,2201
2012/01/21 00:00:00,2107
2012/01/20 00:00:00,2195
2012/01/19 00:00:00,2458
2012/01/18 00:00:00,2513
2012/01/17 00:00:00,2509
2012/01/16 00:00:00,2358
2012/01/15 00:00:00,2085
2012/01/14 00:00:00,2356
2012/01/13 00:00:00,2323
2012/01/12 00:00:00,2611
2012/01/11 00:00:00,2617
2012/01/10 00:00:00,2351
2012/01/09 00:00:00,2555
2012/01/08 00:00:00,2284
2012/01/07 00:00:00,2183
2012/01/06 00:00:00,2429
2012/01/05 00:00:00,2393
2012/01/04 00:00:00,2246
2012/01/03 00:00:00,2216
2012/01/02 00:00:00,2273
2012/01/01 00:00:00,2188
2011/12/31 00:00:00,2557
2011/12/30 00:00:00,2825
2011/12/29 00:00:00,2724
2011/12/28 00:00:00,2735
2011/12/27 00:00:00,2982
2011/12/26 00:00:00,3249
2011/12/25 00:00:00,2595
2011/12/24 00:00:00,2354
2011/12/23 00:00:00,2598
2011/12/22 00:00:00,2815
2011/12/21 00:00:00,2851
2011/12/20 00:00:00,2936
2011/12/19 00:00:00,2984
2011/12/18 00:00:00,2587
2011/12/17 00:00:00,2464
2011/12/16 00:00:00,2696
2011/12/15 00:00:00,2949
2011/12/14 00:00:00,2909
2011/12/13 00:00:00,2629
2011/12/12 00:00:00,2604
2011/12/11 00:00:00,2481
2011/12/10 00:00:00,2524
2011/12/09 00:00:00,2868
2011/12/08 00:00:00,3088
2011/12/07 00:00:00,2972
2011/12/06 00:00:00,2886
2011/12/05 00:00:00,2955
2011/12/04 00:00:00,3054
2011/12/03 00:00:00,2967
2011/12/02 00:00:00,2763
2011/12/01 00:00:00,2956
